name,processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,price(in Rp.),brand,ram_size,ram_type,processor_brand,storage_size,storage_type,cluster,cluster_label
Lenovo IdeaPad Gaming 3 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,740.0,70.0,11899440.9,Lenovo,8,DDR4,Intel,512 GB,SSD,0,General Purpose
ASUS Core i3 7th Gen,Intel Core i3 Processor (7th Gen),4 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,5344.0,705.0,5476500.899999999,Asus,4,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.1,238.0,27.0,8121240.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
MSI Prestige 14 Intel EVO Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,Windows 10,512 GB SSD,14.0,4.5,11.0,1.0,14166360.9,Msi,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,313.0,31.0,11332710.9,Acer,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS ZenBook Pro 15 Core i9 8th Gen,Intel Core i9 Processor (8th Gen),16 GB DDR4,Windows 10,1 TB SSD,15.6,5.0,4.0,0.0,39612537.9,Asus,16,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
MSI Prestige 14 Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,14.0,4.0,97.0,12.0,14166360.9,Msi,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Infinix INBook X2 Plus Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,15.6,4.3,47.0,11.0,8121240.899999999,Infinix,8,LPDDR4X,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP HP Envy Ryzen 7 Octa Core 4700U,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,1 TB SSD,13.3,4.3,8.0,0.0,15415056.0,Hp,16,DDR4,AMD,1 TB,SSD,3,Mid-Range (Work/Productivity)
ASUS TUF Gaming F15 (2022) Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,1 TB SSD,15.6,4.1,32.0,3.0,23234040.9,Asus,16,DDR5,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,17.0,4.0,9065790.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS Vivobook 14 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4 GB DDR4,Windows 10,1 TB HDD,14.1,3.5,74.0,12.0,5790091.5,Asus,4,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP 15s Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,845.0,117.0,9931943.25,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4 GB DDR4,Windows 10,256 GB SSD,15.6,5.0,1.0,1.0,7157799.899999999,Lenovo,4,DDR4,Intel,256 GB,SSD,0,General Purpose
HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.7,6.0,0.0,7535619.899999999,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.2,713.0,103.0,7176690.899999999,Infinix,8,LPDDR4X,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook 14 Core i3 7th Gen,Intel Core i3 Processor (7th Gen),4 GB DDR4,Windows 10,256 GB SSD,14.0,4.3,5546.0,790.0,6421050.899999999,Asus,4,DDR4,Intel,256 GB,SSD,0,General Purpose
Avita PURA APU Dual Core A6 9220e,AMD APU Dual Core A6 Processor,8 GB DDR4,Windows 10,256 GB SSD,14.0,3.6,1857.0,268.0,4626405.9,Avita,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
HP 15s Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,125.0,9.0,11956113.9,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP 15s Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,125.0,9.0,11956113.9,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP 15s Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,849.0,80.0,10382493.6,Hp,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.7,6.0,0.0,7535619.899999999,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Avita PURA APU Dual Core A6 9220e,AMD APU Dual Core A6 Processor,8 GB DDR4,Windows 10,256 GB SSD,14.0,3.6,1857.0,268.0,4626405.9,Avita,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,222.0,25.0,12843990.9,Acer,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS ZenBook S Core i7 8th Gen,Intel Core i7 Processor (8th Gen),16 GB DDR3,Windows 10,512 GB SSD,13.3,4.3,30.0,7.0,18889110.9,Asus,16,DDR3,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR5,Windows 11,512 GB SSD,17.3,4.4,105.0,18.0,17944560.9,Asus,16,DDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,AMD Ryzen 3 Dual Core Processor,4 GB DDR4,Windows 10,256 GB SSD,15.6,4.3,1654.0,225.0,5098680.9,Asus,4,DDR4,AMD,256 GB,SSD,0,General Purpose
HP 15s Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,545.0,68.0,7926663.6,Hp,8,DDR4,Intel,512 GB,SSD,0,General Purpose
acer Nitro 5 Ryzen 5 Hexa Core 5600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,1 TB HDD|512 GB SSD,15.6,4.3,222.0,25.0,13032900.9,Acer,8,DDR4,AMD,1 TB,HDD,1,Budget (School/Basic Use)
ASUS TUF Dash F15 Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,1 TB SSD,15.6,4.8,5.0,1.0,28262825.1,Asus,16,DDR5,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.3,652.0,85.0,12088350.9,Asus,16,DDR4,Intel,1 TB,HDD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Dual Core 3020e,AMD Dual Core Processor,4 GB DDR4,Windows 11,256 GB SSD,14.0,4.1,114.0,15.0,5287590.899999999,Lenovo,4,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
GIGABYTE G5 GD Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.6,8.0,3.0,13032900.9,Gigabyte,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.5,912.0,122.0,11427165.9,Lenovo,8,DDR4,AMD,1 TB,HDD,0,General Purpose
acer Swift 5 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR3,Windows 10,512 GB SSD,14.0,4.2,6.0,3.0,13101097.41,Acer,8,DDR3,Intel,512 GB,SSD,0,General Purpose
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Gaming Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,4.6,10.0,1.0,14923890.0,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Dual Core 3020e,AMD Dual Core Processor,4 GB DDR4,Windows 11,256 GB SSD,14.0,4.1,114.0,15.0,5287590.899999999,Lenovo,4,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,3.9,70.0,7.0,12090240.0,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Core i9 10th Gen,Intel Core i9 Processor (10th Gen),32 GB DDR4,Windows 10,1 TB SSD,15.6,4.8,8.0,1.0,51003810.9,Asus,32,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Celeron Dual Core 4th Gen,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4,Windows 10,256 GB SSD,14.0,4.1,944.0,93.0,4909770.9,Lenovo,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,210.0,30.0,9558846.0,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP OMEN Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,Windows 11,512 GB SSD,16.1,4.3,39.0,6.0,20457063.9,Hp,16,DDR5,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,DOS,256 GB SSD,15.6,3.7,128.0,16.0,7176690.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.1,4.3,25.0,3.0,7365600.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,4.0,0.0,6793203.6,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.6,35.0,6.0,15112800.0,Hp,8,DDR4,AMD,1 TB,HDD,0,General Purpose
ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4 GB DDR4,Windows 11,256 GB SSD,14.0,4.0,106.0,13.0,5854320.899999999,Asus,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,494.0,72.0,8687970.9,Asus,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Ryzen 7 Octa Core 5700U,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,14.0,4.2,34.0,5.0,16244370.9,Dell,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Gaming F17 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,17.3,4.8,12.0,0.0,13977450.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,29.0,2.0,7554510.899999999,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,308.0,42.0,8215695.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,1 TB HDD,14.0,4.1,209.0,29.0,4909770.9,Asus,4,LPDDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Spin 7 Core i7 7th Gen,Intel Core i7 Processor (7th Gen),8 GB DDR3,Windows 10,256 GB SSD,14.0,4.0,1.0,1.0,22667310.9,Acer,8,DDR3,Intel,256 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Ryzen 7 Octa Core 5800U,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X,Windows 10,1 TB SSD,13.3,3.0,2.0,1.0,15110910.9,Asus,16,LPDDR4X,AMD,1 TB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
MSI GL Core i7 7th Gen,Intel Core i7 Processor (7th Gen),8 GB DDR4,DOS,1 TB HDD,15.6,3.5,6.0,1.0,11332710.9,Msi,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL G15 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR5,Windows 11,512 GB SSD,15.6,4.1,35.0,5.0,16055460.9,Dell,16,DDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Ideapad 720S Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,512 GB SSD,13.3,3.3,3.0,1.0,14166360.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Gaming Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.4,479.0,57.0,12976227.9,Hp,8,DDR4,Intel,1 TB,HDD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI GP76 Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB SSD,17.3,4.5,27.0,6.0,34190820.9,Msi,16,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP 15s Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.1,1147.0,119.0,7603627.5,Hp,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,3.5,6.0,1.0,11691639.9,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP Intel Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,3.7,3.0,0.0,18418725.0,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS ZenBook 13 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB LPDDR3,Windows 10,512 GB SSD,13.3,4.2,50.0,4.0,14071905.9,Asus,8,LPDDR3,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.0,15.0,5.0,13977450.9,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
MSI GS Core i7 8th Gen,Intel Core i7 Processor (8th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,4.1,10.0,3.0,28334610.9,Msi,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,17.3,4.5,1468.0,194.0,16244370.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Victus Ryzen 5 Hexa Core 5600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,16.1,4.2,9.0,2.0,11145690.0,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP Intel Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,3.7,3.0,0.0,18418725.0,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.0,15.0,5.0,13977450.9,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
APPLE 2020 Macbook Pro M1,Apple M1 Processor,8 GB DDR4,Mac OS Operating System,512 GB SSD,13.3,4.5,481.0,50.0,24556410.9,Apple,8,DDR4,Apple,512 GB,SSD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Infinix INBook X2 Plus Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,15.6,4.3,26.0,6.0,10010340.9,Infinix,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,5145.0,564.0,11332710.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP 15s Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.8,45.0,6.0,11523510.0,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,3.7,36.0,3.0,5948775.899999999,Hp,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 10,128 GB SSD,15.0,3.8,9.0,0.0,18889110.9,Microsoft,8,DDR4,AMD,128 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
MSI GF63 Thin Core i5 9th Gen,Intel Core i5 Processor (9th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,1197.0,151.0,11332710.9,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
ASUS Chromebook Flip Touch Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,512 GB SSD,11.6,4.0,1853.0,287.0,4343040.9,Asus,4,LPDDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Nitro 5 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.5,4.0,1.0,16151616.09,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Legion 5 Pro Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 11,1 TB SSD,16.0,4.6,49.0,3.0,28737744.84,Lenovo,16,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
DELL G7 Core i9 10th Gen,Intel Core i9 Processor (10th Gen),16 GB DDR4,Windows 10,1 TB SSD,15.6,4.3,22.0,3.0,39008025.9,Dell,16,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4X,Chrome OS,1 TB SSD,11.6,3.6,153.0,22.0,5382045.899999999,Lenovo,4,LPDDR4X,Intel,1 TB,SSD,1,Budget (School/Basic Use)
DELL Vostro 3000 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,1 TB HDD,14.0,4.0,1371.0,177.0,8524752.66,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
